"keys","vals"
"mark",14
"marked",2
"marker",2
"markers",0
"market",26
"marketing",10
"markets",7
"marks",2
"marriage",14
"married",16
"marry",4
"mars",3
"marshall",1
"martha",3
"martin",11
"marvel",2
"mary",7
"maryland",4
"mask",1
"mason",2
"mass",9
"massachusetts",3
"massage",1
"massive",5
"master",6
"masters",6
"mat",2
"match",12
"matched",1
"matches",4
"matching",3
"mate",2
"material",6
"materials",1
"math",7
"matt",6
"matter",17
"matters",8
"matthew",1
"matthews",1
"mature",5
"max",4
"maximum",2
"may",67
"maybe",45
"mayo",3
"mayor",9
"mayors",1
"mb",0
"mccain",1
"mccoy",0
"mcdonalds",4
"mcmillan",0
"md",1
"me",267
"meal",9
"meals",1
"mean",24
"meaning",8
"meaningful",3
"means",24
"meant",13
"meantime",1
"meanwhile",0
"measure",5
"measured",2
"measures",0
"measuring",0
"meat",10
"med",2
"medal",2
"media",18
"medicaid",0
"medical",11
"medicare",1
"medication",1
"medications",0
"medicine",5
"medina",0
"meditation",1
"medium",4
"meet",23
"meeting",27
"meetings",6
"meets",3
"mega",1
"megan",1
"melissa",2
"melt",3
"melted",2
"member",16
"members",29
"membership",3
"memo",3
"memoir",1
"memorable",2
"memorial",3
"memories",12
"memory",13
"memphis",5
"men",40
"mens",3
"mental",5
"mentally",3
"mention",12
"mentioned",9
"mentioning",1
"mentions",0
"mentor",4
"menu",4
"mercury",1
"mercy",2
"mere",2
"merely",4
"merger",0
"merit",0
"merry",2
"mesa",0
"mess",7
"message",13
"messages",3
"messed",2
"messy",3
"met",21
"metal",6
"metaphor",2
"meter",1
"meters",0
"method",1
"methods",1
"metro",5
"mets",3
"mexican",6
"mexico",5
"meyer",1
"mg",0
"mi",0
"mia",1
"miami",6
"mic",2
"michael",9
"michelle",2
"michigan",5
"microsoft",3
"mid",3
"middle",9
"midnight",10
"mids",1
"midst",1
"midwest",1
"might",27
"mighty",2
"mike",12
"mild",4
"mile",3
"miles",19
"military",10
"milk",11
"mill",2
"miller",3
"million",30
"millions",4
"mills",0
"milwaukee",2
"min",0
"mind",20
"minds",6
"mine",14
"mini",5
"minimal",2
"minimum",3
"minister",2
"ministers",1
"ministry",1
"minneapolis",1
"minnesota",3
"minor",4
"minority",2
"mins",0
"mint",4
"minus",0
"minute",11
"minutes",48
"miracle",3
"miracles",1
"mirror",3
"miserable",1
"miss",22
"missed",17
"misses",2
"missing",19
"mission",10
"mississippi",3
"missouri",3
"mistake",8
"mistakes",10
"mitchell",0
"mitt",0
"mix",9
"mixed",9
"mixer",0
"mixing",1
"mixture",1
"mlb",1
"mls",1
"mm",3
"mo",1
"mob",1
"mobile",11
"mock",3
"mode",1
"model",7
"models",2
"moderate",2
"modern",11
"modest",1
"mold",0
"molly",1
"mom",20
"moment",16
"moments",10
"momentum",3
"momma",0
"mommy",3
"moms",8
"monday",25
"mondays",2
"money",66
"monica",1
"monitor",2
"monitoring",0
"monkey",2
"monroe",2
"monster",3
"monsters",1
"montana",2
"month",18
"monthly",3
"months",42
"mood",4
"moon",6
"moore",1
"moral",4
"more",282
"morgan",4
"morning",28
"mornings",4
"morris",0
"mortgage",5
"most",94
"mostly",12
"mother",14
"mothers",14
"motion",5
"motivated",4
"motivation",3
"motor",3
"motorcycle",3
"motors",0
"mount",3
"mountain",7
"mountains",1
"mouse",3
"mouth",9
"move",33
"moved",17
"movement",8
"movements",1
"moves",6
"movie",24
"movies",23
"moving",33
"mp",1
"mph",4
"mr",16
"mrs",3
"ms",5
"mt",1
"much",74
"mud",1
"multiple",11
"mum",0
"municipal",0
"murder",8
"murdered",3
"murders",1
"murphy",1
"murray",2
"muscle",3
"muscles",1
"museum",8
"museums",5
"mushrooms",0
"music",56
"musical",8
"musician",1
"musicians",4
"muslim",2
"muslims",1
"must",27
"mustard",3
"mutual",2
"mvp",1
"my",406
"myself",44
"mysterious",3
"mystery",3
"n",5
"na",0
"nah",0
"nail",4
"nails",2
"naked",3
"name",39
"named",18
"names",6
"nancy",2
"nap",2
"narrative",1
"narrow",3
"nascar",2
"nashville",4
"nasty",4
"nate",0
"nathan",0
"nation",6
"national",16
"nationally",0
"nationals",1
"nations",5
"nationwide",3
"native",3
"natural",17
"naturally",2
"nature",13
"navy",2
"nba",2
"nbc",0
"nc",2
"ncaa",3
"nd",8
"ne",0
"near",31
"nearby",3
"nearly",13
"neat",4
"necessarily",3
"necessary",12
"neck",8
"necklace",0
"need",64
"needed",27
"needing",1
"needless",0
"needs",34
"negative",5
"negotiate",1
"negotiations",1
"neighbor",5
"neighborhood",8
"neighborhoods",1
"neighbors",7
"neil",2
"neither",7
"nelson",2
"nephew",2
"nerve",1
"nerves",2
"nervous",16
"nest",3
"net",7
"netflix",1
"nets",1
"network",14
"networking",2
"networks",2
"neutral",1
"nevada",1
"never",68
"nevertheless",0
"new",149
"newark",2
"newest",2
"newly",1
"news",38
"newsletter",4
"newspaper",5
"newspapers",2
"newt",2
"next",91
"nfl",6
"nhl",1
"nice",27
"nicely",3
"nicer",2
"nick",5
"nickname",2
"nicole",1
"niece",3
"night",51
"nightmare",3
"nights",17
"nike",1
"nine",7
"ninth",1
"nite",0
"nixon",0
"nj",3
"no",213
"noble",3
"nobody",10
"nod",3
"noise",3
"nominated",3
"nomination",2
"nominee",1
"non",0
"none",10
"nonetheless",1
"nonprofit",3
"nonsense",2
"noodles",0
"noon",7
"nope",1
"nor",1
"norm",1
"normal",14
"normally",7
"norman",1
"north",19
"northeast",2
"northern",4
"northwest",4
"nose",10
"not",236
"notable",0
"note",16
"notebook",1
"noted",1
"notes",8
"nothing",63
"notice",13
"noticed",13
"noting",1
"notion",1
"notre",3
"nov",5
"novel",11
"novels",3
"november",9
"now",189
"nowadays",0
"nowhere",4
"np",0
"nuclear",6
"nuggets",1
"number",29
"numbers",9
"numerous",3
"nurse",3
"nurses",1
"nursing",3
"nut",1
"nutrition",2
"nuts",8
"nw",1
"ny",2
"nyc",2
"o",5
"oak",4
"oakland",2
"oatmeal",0
"obama",21
"obamas",10
"obesity",2
"object",1
"objective",2
"objects",3
"obligation",1
"observation",2
"observe",1
"observed",1
"obsessed",4
"obsession",1
"obtain",1
"obtained",1
"obvious",21
"obviously",13
"occasion",3
"occasional",1
"occasionally",1
"occasions",2
"occupied",0
"occupy",3
"occur",5
"occurred",3
"occurs",1
"ocean",5
"oclock",1
"oct",6
"october",9
"odd",6
"oddly",1
"odds",1
"of",2072
"off",187
"offense",8
"offensive",1
"offer",12
"offered",13
"offering",8
"offerings",0
"offers",7
"office",27
"officer",7
"officers",4
"offices",3
"official",10
"officially",10
"officials",2
"offseason",2
"offset",1
"often",31
"oh",21
"ohio",9
"ohios",0
"oil",12
"ok",25
"okay",9
"oklahoma",4
"ol",2
"old",59
"older",18
"oldest",2
"olive",6
"oliver",0
"olympic",2
"olympics",4
"on",1404
"once",56
"one",303
"ones",25
"onetime",0
"ongoing",2
"onion",3
"onions",5
"online",37
"only",126
"ontario",1
"onto",9
"ooh",0
"oops",0
"open",48
"opened",9
"opener",1
"opening",17
"openly",1
"opens",5
"opera",3
"operate",1
"operated",1
"operates",0
"operating",1
"operation",2
"operations",1
"operator",1
"opinion",8
"opinions",4
"opponent",3
"opponents",1
"opportunities",10
"opportunity",12
"oppose",1
"opposed",2
"opposing",2
"opposite",5
"opposition",2
"opted",0
"optimistic",2
"option",10
"optional",1
"options",14
"or",619
"oral",0
"orange",11
"orchestra",2
"order",18
"ordered",8
"ordering",1
"orders",4
"ordinance",0
"ordinary",4
"oregon",5
"organic",5
"organization",7
"organizations",7
"organize",1
"organized",5
"organizers",1
"organizing",2
"orientation",1
"origin",2
"original",9
"originally",2
"orioles",1
"orlando",3
"orleans",1
"os",0
"oscar",2
"oscars",1
"ot",0
"other",82
"others",39
"otherwise",10
"ouch",0
"ought",3
"ounce",3
"our",214
"ours",3
"ourselves",6
"out",446
"outcome",3
"outcomes",1
"outdoor",4
"outdoors",1
"outer",3
"outfit",2
"outfits",0
"outing",1
"outlet",2
"outlets",2
"outlook",0
"outs",1
"outside",46
"outstanding",4
"outta",0
"oven",1
"over",203
"overall",6
"overcome",4
"overhaul",0
"overly",1
"overnight",4
"overseas",1
"oversight",1
"overtime",1
"overwhelmed",4
"overwhelming",5
"owe",3
"owl",1
"own",22
"owned",7
"owner",5
"owners",8
"ownership",2
"owns",4
"oxford",3
"oxygen",2
"oz",4
"p",1
"pa",2
"pace",8
"pacers",0
"pacific",3
"pack",4
"package",4
"packages",0
"packaging",1
"packed",5
"packers",2
"packing",4
"packs",1
"pad",2
"pads",2
"page",20
"pages",9
"paid",27
"pain",16
"painful",11
"paint",9
"painted",5
"painting",7
"paintings",1
"pair",5
"paired",1
"pairs",1
"pakistan",2
"palace",1
"pale",2
"palin",1
"palm",5
"palmer",0
"pan",5
"pancakes",1
"pandora",0
"panel",3
"panels",1
"panic",4
"panthers",1
"pants",6
"papa",0
"paper",10
"papers",4
"paperwork",1
"par",2
"parade",4
"paradise",2
"parallel",0
"parent",8
"parenting",1
"parents",23
"paris",6
"park",24
"parked",3
"parker",0
"parking",7
"parks",4
"parkway",2
"parliament",2
"part",75
"partially",2
"participants",1
"participate",2
"participated",2
"participating",6
"participation",2
"particular",7
"particularly",3
"parties",12
"partly",1
"partner",9
"partners",2
"partnership",4
"parts",14
"parttime",1
"party",42
"partys",1
"pass",21
"passage",2
"passed",17
"passenger",2
"passengers",3
"passes",4
"passing",11
"passion",8
"passionate",5
"password",0
"past",28
"pasta",3
"paste",1
"pastor",2
"pastry",0
"pat",3
"patch",0
"patent",1
"path",6
"pathetic",0
"paths",2
"patience",6
"patient",6
"patients",7
"patio",3
"patrick",1
"patricks",2
"patriots",1
"patrol",1
"patrons",1
"pattern",1
"patterns",0
"paul",13
"pauls",0
"pause",1
"pay",30
"paying",18
"payment",4
"payments",1
"payne",0
"payroll",1
"pays",3
"pc",1
"peace",16
"peaceful",6
"peak",5
"peanut",2
"pearl",4
"pearls",0
"pee",1
"peek",2
"peel",4
"peers",3
"pen",2
"penalties",0
"penalty",3
"pencil",2
"pending",2
"penguins",2
"penn",2
"pennsylvania",1
"penny",3
"pens",0
"pension",0
"people",213
"peoples",9
"pepper",8
"peppers",4
"per",18
"perceived",0
"percent",13
"percentage",1
"perception",5
"perez",0
"perfect",22
"perfection",3
"perfectly",3
"perform",6
"performance",21
"performances",3
"performed",1
"performers",2
"performing",6
"perhaps",10
"period",14
"periods",0
"permanent",5
"permanently",1
"permission",0
"permit",1
"permits",0
"permitted",1
"perry",3
"person",41
"personal",23
"personality",4
"personally",6
"personnel",2
"persons",6
"perspective",10
"pet",4
"pete",1
"peter",7
"peters",0
"petition",2
"pets",2
"petty",1
"peyton",0
"pg",1
"phase",2
"phil",2
"philadelphia",3
"philip",0
"phillies",2
"phillips",0
"philly",2
"philosophy",2
"phoenix",4
"phone",19
"phones",8
"photo",9
"photograph",1
"photographer",2
"photographs",0
"photography",3
"photos",18
"phrase",5
"physical",10
"physically",3
"physician",1
"physics",1
"piano",7
"pic",0
"pick",26
"picked",18
"picking",9
"picks",6
"pickup",4
"picnic",3
"pics",0
"picture",13
"pictures",9
"pie",10
"piece",18
"pieces",15
"pierce",1
"pies",3
"pig",3
"pile",3
"pill",2
"pillow",2
"pills",1
"pilot",3
"pilots",1
"pin",1
"pinch",1
"pine",3
"pineapple",1
"pink",7
"pint",1
"pinterest",1
"pioneer",1
"pipe",2
"pipeline",3
"pirate",1
"pirates",2
"pissed",1
"pit",3
"pitch",6
"pitched",1
"pitcher",2
"pitchers",0
"pitches",0
"pitching",3
"pittsburgh",4
"pizza",10
"place",67
"placed",5
"placement",3
"places",31
"placing",2
"plain",5
"plan",31
"plane",4
"planes",1
"planet",5
"planned",11
"planning",23
"plans",24
"plant",5
"planted",3
"planting",1
"plants",4
"plastic",9
"plate",6
"plates",4
"platform",2
"play",54
"played",22
"player",22
"players",28
"playground",1
"playing",57
"playlist",2
"playoff",1
"playoffs",2
"plays",9
"plaza",1
"plea",1
"pleasant",4
"please",28
"pleased",9
"pleasure",6
"pledge",0
"plenty",14
"plot",2
"plug",5
"plus",11
"pm",31
"pocket",7
"pockets",2
"podcast",1
"poem",2
"poems",2
"poetry",4
"point",42
"pointed",2
"pointing",2
"points",24
"poised",0
"poison",2
"poker",2
"pole",2
"police",12
"policies",1
"policy",12
"polish",4
"political",19
"politically",0
"politician",2
"politicians",3
"politics",11
"poll",3
"polls",2
"pollution",1
"pond",1
"pool",7
"poor",13
"poorly",2
"pop",9
"popcorn",2
"pope",0
"popped",1
"popping",0
"pops",1
"popular",17
"popularity",2
"population",4
"porch",3
"pork",6
"porn",1
"port",1
"porter",2
"portfolio",3
"portion",1
"portland",10
"pose",3
"position",14
"positions",1
"positive",15
"possession",1
"possibilities",3
"possibility",4
"possible",29
"possibly",13
"post",19
"postal",1
"posted",10
"poster",2
"posters",2
"posting",8
"posts",6
"postseason",1
"pot",5
"potato",5
"potatoes",6
"potential",19
"potentially",4
"potter",1
"pound",3
"pounds",9
"pour",2
"poured",0
"pouring",3
"poverty",3
"powder",3
"powell",0
"power",33
"powerful",11
"powers",3
"pp",0
"pr",2
"practical",2
"practically",3
"practice",17
"practiced",1
"practices",3
"practicing",3
"praise",3
"praised",0
"pray",6
"prayed",2
"prayer",6
"prayers",6
"praying",3
"precious",5
"precise",1
"precisely",0
"predators",0
"predict",2
"predicted",1
"prefer",11
"preferred",3
"pregnancy",3
"pregnant",9
"preliminary",0
"premier",2
"premiere",2
"premise",1
"premium",2
"prep",3
"preparation",3
"prepare",6
"prepared",11
"preparing",4
"preschool",1
"prescription",1
"presence",4
"present",17
"presentation",5
"presentations",0
"presented",6
"presenting",1
"presents",0
"preservation",2
"preserve",2
"president",24
"presidential",5
"presidents",1
"press",8
"pressed",1
"pressing",2
"pressure",10
"pretend",4
"pretending",0
"pretty",55
"prevent",3
"prevented",1
"prevention",2
"preview",4
"previous",6
"previously",3
"price",23
"priced",2
"prices",10
"pricing",0
"pride",6
"priest",2
"priests",0
"primarily",0
"primary",8
"prime",5
"prince",5
"princess",3
"principal",1
"principle",3
"principles",2
"print",9
"printed",3
"printing",1
"prints",2
"prior",4
"priorities",0
"priority",4
"prison",6
"privacy",4
"private",17
"privilege",2
"prize",7
"prizes",2
"pro",6
"probably",47
"probation",2
"probe",0
"problem",19
"problems",33
"procedure",0
"procedures",0
"proceed",0
"proceedings",1
"proceeds",3
"process",22
"processed",2
"processes",1
"processing",2
"produce",10
"produced",10
"producer",5
"producers",2
"produces",0
"producing",4
"product",9
"production",15
"productions",0
"productive",6
"productivity",1
"products",18
"profession",2
"professional",9
"professionals",3
"professor",3
"profile",4
"profit",5
"profits",2
"profound",1
"program",19
"programming",2
"programs",8
"progress",13
"progressive",2
"project",25
"projected",3
"projects",15
"prom",4
"prominent",2
"promise",10
"promised",4
"promises",5
"promising",3
"promo",0
"promote",5
"promoted",2
"promoting",2
"promotion",4
"prompted",0
"pronounced",2
"proof",6
"proper",5
"properly",4
"properties",2
"property",9
"proposal",3
"proposals",0
"proposed",1
"proposition",0
"props",1
"pros",2
"prosecutor",0
"prosecutors",0
"prospect",1
"prospects",3
"protect",3
"protected",3
"protecting",6
"protection",2
"protective",1
"protein",2
"protest",4
"protesters",1
"protests",2
"proud",19
"prove",5
"proved",3
"proven",5
"proves",2
"provide",11
"provided",3
"provider",3
"providers",2
"provides",1
"providing",9
"province",1
"proving",1
"provision",0
"ps",0
"psalm",0
"psychological",2
"psychology",1
"pt",0
"pub",2
"public",33
"publication",2
"publicity",1
"publicly",0
"publish",1
"published",6
"publisher",3
"publishers",1
"publishing",2
"pubs",0
"puck",1
"pudding",0
"puerto",3
"pujols",1
"pull",11
"pulled",12
"pulling",7
"pulls",2
"pump",5
"pumped",1
"pumpkin",3
"punch",3
"punched",1
"punishment",4
"punk",4
"puppy",2
"purchase",6
"purchased",6
"purchases",1
"purchasing",4
"pure",8
"purple",5
"purpose",11
"purposes",3
"purse",5
"pursue",1
"pursuing",2
"pursuit",4
"push",10
"pushed",4
"pushing",6
"pussy",0
"put",60
"puts",8
"putting",25
"q",2
"qb",1
"quake",1
"qualified",2
"qualify",2
"qualities",2
"quality",16
"quarter",10
"quarterback",2
"quarters",0
"queen",5
"queens",5
"quest",2
"question",33
"questioned",1
"questioning",2
"questions",29
"quick",18
"quicker",1
"quickly",14
"quiet",14
"quietly",1
"quilt",1
"quirky",0
"quit",8
"quite",36
"quote",5
"quoted",1
"quotes",1
"r",5
"rabbit",1
"race",19
"races",2
"rachel",2
"racial",3
"racing",3
"racism",2
"racist",5
"rack",2
"radar",2
"radiation",0
"radical",2
"radio",13
"rage",3
"raid",1
"raiders",1
"rail",3
"railroad",0
"rain",15
"rainbow",2
"raining",2
"rains",1
"rainy",2
"raise",10
"raised",12
"raises",3
"raising",7
"rally",3
"ralph",0
"rams",1
"ran",9
"ranch",0
"random",10
"randomly",1
"randy",1
"rang",1
"range",10
"ranger",0
"rangers",3
"ranging",0
"rank",2
"ranked",1
"ranking",0
"ranks",1
"rant",0
"rap",2
"rape",3
"rapid",2
"rapidly",0
"rapper",1
"rare",9
"rarely",9
"rate",12
"rated",2
"rates",8
"rather",14
"rating",2
"ratings",2
"ratio",1
"rational",2
"rats",1
"ravens",1
"raw",5
"ray",3
"raymond",0
"rays",1
"rb",1
"rbi",1
"rbis",1
"rd",7
"re",2
"reach",16
"reached",13
"reaches",1
"reaching",7
"react",3
"reaction",7
"reactions",1
"read",42
"reader",3
"readers",11
"reading",31
"reads",3
"ready",28
"reagan",2
"real",51
"realistic",4
"reality",10
"realize",13
"realized",8
"realizing",4
"really",109
"rear",2
"reason",26
"reasonable",5
"reasonably",1
"reasons",15
"rebecca",1
"rebound",2
"rebounds",1
"rebuild",1
"recall",6
"recalled",0
"recalls",0
"receive",13
"received",13
"receiver",2
"receivers",0
"receives",1
"receiving",7
"recent",13
"recently",13
"reception",3
"recession",3
"recipe",5
"recipes",4
"recognition",5
"recognize",9
"recognized",7
"recommend",11
"recommendation",2
"recommendations",3
"recommended",3
"recommends",0
"record",14
"recorded",4
"recording",8
"recordings",0
"records",8
"recover",1
"recovered",3
"recovering",2
"recovery",6
"recreation",1
"recruit",1
"recruiting",2
"recycling",2
"red",29
"reds",1
"reduce",6
"reduced",5
"reducing",2
"reduction",1
"reed",0
"reelection",2
"refer",4
"reference",6
"references",1
"referred",1
"referring",2
"refers",1
"reflect",2
"reflected",1
"reflection",1
"reflects",2
"reform",4
"reforms",0
"refreshing",3
"refrigerator",1
"refund",3
"refuse",4
"refused",4
"regard",3
"regarded",1
"regarding",3
"regardless",3
"regards",2
"regime",1
"region",3
"regional",2
"regions",3
"register",5
"registered",3
"registration",3
"regret",3
"regular",10
"regularly",1
"regulation",1
"regulations",1
"regulators",0
"regulatory",0
"rehab",2
"rehearsal",1
"rejected",0
"rejection",1
"relate",2
"related",7
"relation",2
"relations",4
"relationship",11
"relationships",9
"relative",2
"relatively",2
"relatives",1
"relax",2
"relaxed",0
"relaxing",4
"relay",2
"release",13
"released",8
"releases",1
"releasing",2
"relevant",3
"reliable",3
"relief",8
"religion",9
"religious",5
"reluctant",0
"rely",1
"remain",9
"remained",1
"remaining",3
"remains",7
"remarkable",4
"remarks",2
"remember",28
"remembered",7
"remembering",1
"remembers",3
"remind",5
"reminded",7
"reminder",2
"reminding",1
"reminds",3
"remix",0
"remote",2
"removal",0
"remove",4
"removed",6
"removing",1
"renewal",4
"renewed",1
"renovation",0
"rent",6
"rental",3
"reopen",3
"rep",2
"repair",1
"repairs",1
"repeat",7
"repeated",0
"repeatedly",2
"replace",6
"replaced",5
"replacement",2
"replacing",1
"replay",0
"replied",4
"reply",2
"report",12
"reported",3
"reportedly",2
"reporter",4
"reporters",2
"reporting",3
"reports",5
"represent",4
"representation",0
"representative",1
"representatives",1
"represented",0
"representing",1
"represents",5
"reps",0
"republic",2
"republican",4
"republicans",3
"reputation",6
"request",9
"requested",2
"requests",1
"require",12
"required",6
"requirement",2
"requirements",0
"requires",2
"requiring",1
"rescue",5
"research",26
"researchers",1
"reservation",3
"reservations",1
"reserve",4
"reserved",2
"reserves",0
"residence",4
"resident",3
"residential",1
"residents",5
"resigned",0
"resist",3
"resistance",2
"resolution",2
"resolve",1
"resolved",2
"resort",4
"resource",5
"resources",10
"respect",11
"respected",1
"respectively",0
"respond",6
"responded",5
"responding",2
"response",9
"responses",0
"responsibilities",1
"responsibility",9
"responsible",11
"rest",12
"restaurant",12
"restaurants",7
"restore",1
"restored",5
"restrictions",0
"result",7
"resulted",1
"resulting",1
"results",15
"resume",5
"retail",5
"retailers",2
"retain",1
"retire",2
"retired",4
"retirement",5
"retiring",1
"retreat",0
"return",19
"returned",7
"returning",6
"returns",2
"retweet",0
"reunion",2
"rev",1
"reveal",3
"revealed",2
"reveals",1
"revelation",0
"revenge",4
"revenue",4
"revenues",0
"reverse",4
"review",13
"reviewed",2
"reviewing",3
"reviews",6
"revised",0
"revolution",6
"revolutionary",2
"reward",5
"rewarding",1
"rewards",2
"rhythm",3
"ribbon",3
"ribs",4
"rice",8
"rich",10
"richard",4
"richards",0
"richardson",1
"richmond",2
"rick",6
"rid",4
"ride",20
"rider",2
"riders",2
"rides",2
"ridge",2
"ridiculous",8
"ridiculously",3
"riding",15
"right",132
"rights",17
"riley",0
"rim",1
"ring",7
"rings",3
"rio",1
"rip",2
"ripe",3
"ripped",0
"rise",5
"risen",2
"rises",1
"rising",5
"risk",11
"risks",3
"rite",0
"ritual",1
"rival",1
"rivals",0
"river",7
"rivers",1
"road",18
"roads",4
"roast",2
"roasted",2
"rob",2
"robbed",2
"robbery",2
"robert",7
"roberts",1
"robin",0
"robinson",0
"rock",24
"rocked",0
"rocket",3
"rockies",0
"rockin",1
"rocking",0
"rocks",2
"rocky",3
"rode",3
"rodgers",1
"rodriguez",1
"roger",2
"rogers",0
"role",19
"roles",3
"roll",10
"rolled",2
"roller",2
"rolling",9
"rolls",3
"roman",2
"romance",3
"romans",2
"romantic",3
"rome",2
"romney",8
"romneys",2
"ron",6
"ronald",1
"rondo",2
"roof",2
"rookie",2
"room",56
"roommate",3
"rooms",6
"root",4
"roots",2
"rope",2
"rose",8
"roses",5
"ross",1
"roster",1
"rotation",4
"rough",5
"roughly",3
"round",15
"rounds",4
"route",4
"routes",0
"routine",5
"row",6
"rows",2
"roy",1
"royal",2
"rt",0
"rub",3
"rubber",3
"ruby",1
"rude",1
"ruin",2
"ruined",1
"rule",13
"ruled",2
"rules",9
"ruling",2
"rum",0
"rumor",1
"rumors",1
"run",50
"runner",3
"runners",0
"running",38
"runs",13
"runway",2
"rural",3
"rush",6
"rushed",1
"rushing",1
"russell",1
"russia",4
"russian",3
"russo",0
"rutgers",1
"ryan",7
"s",34
"sa",0
"sacks",0
"sacramento",3
"sacred",2
"sacrifice",5
"sad",18
"sadly",0
"sadness",5
"safe",20
"safely",3
"safer",2
"safety",10
"said",79
"saint",4
"saints",3
"sake",2
"salad",11
"salaries",1
"salary",4
"sale",9
"salem",1
"sales",11
"sally",1
"salmon",2
"salon",3
"salsa",4
"salt",7
"salty",3
"salvation",3
"sam",6
"same",8
"samesex",0
"sample",2
"samples",3
"samuel",0
"san",14
"sanchez",1
"sand",4
"sandwich",2
"sandwiches",1
"sandy",0
"sang",5
"santa",11
"santorum",2
"sara",0
"sarah",3
"sat",9
"satisfaction",1
"satisfied",2
"satisfy",1
"satisfying",3
"saturday",29
"saturdays",1
"sauce",13
"sausage",3
"save",17
"saved",8
"saves",2
"saving",5
"savings",6
"saw",23
"say",65
"saying",33
"says",32
"sb",1
"sc",1
"scale",5
"scan",1
"scandal",3
"scare",1
"scared",10
"scary",11
"scattered",1
"scenario",3
"scene",10
"scenes",2
"scent",1
"schedule",13
"scheduled",8
"scheme",1
"scholars",2
"scholarship",1
"school",67
"schools",21
"science",12
"sciences",1
"scientific",2
"scientist",2
"scientists",2
"scoop",1
"scope",2
"score",12
"scored",5
"scores",3
"scoring",2
"scotland",2
"scott",7
"scottsdale",2
"scout",2
"scouts",1
"scrap",1
"scratch",1
"scream",5
"screaming",6
"screen",9
"screening",2
"screens",0
"screw",2
"script",3
"scripture",0
"scrutiny",0
"sculpture",2
"sd",0
"se",1
"sea",8
"seafood",1
"seal",2
"sealed",0
"sean",1
"search",12
"searched",0
"searching",8
"season",44
"seasonal",2
"seasoned",2
"seasons",8
"seat",11
"seating",0
"seats",9
"seattle",6
"seau",1
"sec",1
"second",25
"secondary",2
"seconds",16
"secret",9
"secretary",3
"secretly",3
"secrets",2
"section",11
"sections",1
"sector",3
"secure",2
"secured",1
"securities",0
"security",15
"see",65
"seed",2
"seeds",3
"seeing",28
"seek",10
"seeking",6
"seeks",2
"seem",22
"seemed",9
"seemingly",2
"seems",22
"seen",33
"sees",6
"segment",2
"seized",1
"select",4
"selected",6
"selection",7
"self",11
"sell",15
"selling",18
"sells",3
"semester",4
"semifinals",0
"seminar",3
"sen",0
"senate",3
"senator",2
"senators",1
"send",19
"sending",11
"sends",1
"senior",7
"seniors",3
"sensation",0
"sense",23
"senses",1
"sensitive",2
"sent",16
"sentence",7
"sentenced",2
"sentences",0
"sentiment",1
"separate",5
"separated",0
"separately",0
"sept",2
"september",8
"sequence",1
"serial",1
"series",19
"serious",23
"seriously",17
"serve",12
"served",11
"server",4
"servers",1
"serves",3
"service",36
"services",16
"serving",13
"session",11
"sessions",5
"set",44
"seth",1
"sets",6
"setting",13
"settings",1
"settle",2
"settled",4
"settlement",2
"settling",0
"setup",1
"seven",13
"seventh",1
"several",28
"severe",5
"severely",3
"sewing",1
"sex",19
"sexual",8
"sexually",1
"sexy",5
"sf",0
"sgt",0
"shade",2
"shades",3
"shadow",3
"shadows",2
"shake",4
"shakespeare",2
"shaking",5
"shall",6
"shallow",2
"shame",5
"shane",0
"shape",10
"shaped",1
"shapes",1
"share",25
"shared",9
"shareholders",0
"shares",2
"sharing",10
"shark",1
"sharks",1
"sharp",3
"she",207
"shed",1
"sheep",3
"sheer",1
"sheet",3
"sheets",1
"shelf",3
"shell",5
"shells",1
"shelter",5
"shelves",3
"sheriff",2
"sheriffs",1
"shes",32
"shift",3
"shifted",0
"shifting",3
"shifts",0
"shine",4
"shining",0
"shiny",1
"ship",6
"shipped",3
"shipping",4
"ships",2
"shirt",4
"shirts",2
"shock",3
"shocked",4
"shocking",3
"shoe",4
"shoes",12
"shook",0
"shoot",7
"shooting",7
"shoots",0
"shop",15
"shoppers",1
"shopping",14
"shops",2
"shore",5
"short",28
"shorter",2
"shortly",1
"shorts",3
"shot",27
"shots",10
"should",68
"shoulder",9
"shoulders",3
"shouldnt",10
"shouldve",1
"shout",1
"shoutout",1
"show",72
"showcase",2
"showed",12
"shower",5
"showers",2
"showing",14
"shown",8
"shows",35
"shrimp",4
"shut",14
"shuttle",3
"shy",2
"siblings",2
"sick",22
"side",36
"sides",4
"sidewalk",1
"sierra",1
"sigh",1
"sight",6
"sign",19
"signal",2
"signals",0
"signature",2
"signatures",0
"signed",15
"significance",2
"significant",6
"significantly",3
"signing",5
"signs",9
"silence",3
"silent",5
"silly",5
"silver",6
"similar",16
"similarly",0
"simmer",0
"simon",1
"simple",18
"simply",22
"simpson",2
"simultaneously",1
"sin",2
"since",70
"sing",9
"singapore",2
"singer",7
"singers",0
"singing",10
"single",18
"singles",1
"sings",3
"sink",4
"sins",1
"sip",2
"sir",5
"sis",1
"sister",10
"sisters",6
"sit",15
"site",18
"sites",10
"sits",3
"sitting",18
"situation",11
"situations",6
"six",26
"sixth",1
"size",15
"sized",0
"sizes",2
"sketch",3
"skies",2
"skill",4
"skillet",1
"skills",12
"skin",10
"skinny",3
"skip",3
"skirt",1
"sky",5
"skype",0
"slam",1
